Муниципалитет;Полное наименование;ОГРН;ИНН;КПП;ПФР;ОКПО;ОКОГУ;ОКФС;ОКОПФ;Индекс;Область;Район;Населённый пункт;Район города;Улица;Дом;Телефон;E-mail;Расчётный счёт;В банке;БИК;Директор (ФИО, им.падеж);Директор (ФИО, род.падеж);Действует на основании (род.падеж);Отв. за заказ (ФИО);Отв. за заказ (Должность);Отв. за заказ (Телефон);Администратор школы;Лицевой счет в банке;Статус школы;ID
236;МОУ Жиндойская СОШ;1,03E+12;7509001056;750901001;;;;;;673056;199;Красночикойский район;с. Жиндо ;;ул. Советская ;27а;3023033131;gindo_sosh@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913001100;1;98
236;МОУ Коротковская СОШ;1,03E+12;7509000729;750901001;;;;;;673072;199;Красночикойский район;с. Коротково ;;ул. Советская ;150;3023024111;korotkovoschoolbuh1@rambler.ru;;4,07E+19;Отделение Чита;;;;;;;;20916Ц75350;1;93
236;МОУ Малоархангельская СОШ;1,03E+12;7509002010;750901001;;;;;;673071;199;Красночикойский район;с. Малоархангельск ;;ул. Центральная ;75;3023028114;bubnova7@rambler.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913001050;1;97
236;МОУ Байхорская OОШ;1,03E+12;7509001257;750901001;;;;;;673051;199;Красночикойский район;с. Байхор ;;ул. Первомайская ;21а;3023026131;trofimovanatal@yandex.ru;;4,07E+15;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916Ч13800;1;94
236;МОУ Верхнешергольджинская СОШ;1,03E+12;7509002050;750901001;;;;;;673052;199;Красночикойский район;с. Верхний Шергольджин ;;ул. Центральная ;53;3023027148;lyubov.tzybenova@yandex.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916Ч47500;1;101
236;МОУ Красночикойская СОШ;1,03E+12;7509000912;750901001;;;;;;673060;199;Красночикойский район;с. Красный Чикой ;;ул. Советская ;69;3023021404;shs_krch.krch@zabedu.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916Ц75340;1;91
236;МОУ Урлукская СОШ;1,03E+12;7509001627;750901001;;;;;;673055;199;Красночикойский район;с. Урлук ;;ул. Новая ;24;3023031142;urluk-shkola@mail.ru;;4,07E+19;Отделение Чита г. Чита;;;;;;;;20916Ч30940;1;100
236;МОУ Альбитуйская ООШ;1,03E+12;7509001602;750901001;;;;;;673054;199;Красночикойский район;с. Альбитуй ;;ул. Школьная ;1;3023025187;shs_albt.krch@zabedu.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913001090;1;96
236;МОУ Мензенская СОШ;1,03E+12;7509001916;750901001;;;;;;673078;199;Красночикойский район;с. Менза ;;ул. Школьная;4;3023023002;shs_menz.krch@zabedu.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913001120;1;95
236;МОУ Конкинская ООШ;1,03E+12;7509002148;750901001;;;;;;673056;199;Красночикойский район;с. Конкино ;;ул. Центральная ;13;3023023014, 21552 (бухгалтерия);kon-oosh@yandex.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913001140;1;102
236;МОУ Захаровская СОШ;1,03E+12;7509001539;750901001;;;;;;673073;199;Красночикойский район;с. Захарово ;;ул. Центральная ;33;3023034582;mouzsosh@mail.ru;;4,07E+19;Отделение Чита;;;;;;;;20916Ч02870;1;105
236;МОУ Шимбиликская средняя общеобразовательная школа;1,03E+12;7509002170;750901001;;;;;;673074;199;Красночикойский район;с. Шимбилик ;;ул. Центральная ;95;3023036123;schimbilixkaya.schkola.@yandex.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916Ц75330;1;92
236;МОУ Черемховская СОШ;1,03E+12;7509001641;750901001;;;;;;673075;199;Красночикойский район;с. Черемхово ;;ул. Лесная ;29а;3023032167;schoolcher@yandex.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913001010;1;104
236;МОУ «Красночикойская СОШ № 2»;1,03E+12;7509003430;750901001;;;;;;673060;199;Красночикойский район;с. Красный Чикой ;;ул. Первомайская ;1;"3023022034; 22212";sosh02@mail.ru;;4,06E+19;УФК по Забайкальскому краю отделение г.Чита;;;;;;;;20916Ц90010;1;710
237;МАОУ Алтанская СОШ;1,03E+12;7510001491;751001001;;;;;;674255;200;Кыринский район;с. Алтан ;;ул. Пионерская ;30;3023025143;asosh.ru@yandex.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012750;1;159
237;МБОУ «Билютуйская СОШ»;1,03E+12;7510001678;751001001;;;;;;674254;200;Кыринский район;с. Билютуй ;;ул. Пионерская ;1;3023525652;Bilutuy@gmail.com;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012760;1;157
237;МБОУ Верхне-Ульхунская СОШ;1,03E+12;7510001420;751001001;;;;;;674265;200;Кыринский район;с. Верхний Ульхун ;;ул. Школьная ;1;3023523423, 23540;decji51@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012770;1;155
237;МБОУ Гаванская ООШ;1,03E+12;7510001773;751001001;;;;;;674262;200;Кыринский район;с. Гавань ;;ул. Центральная ;1;3023525302;gavankyra@rambler.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012780;1;163
237;МБОУ Кыринская СОШ;1,03E+12;7510001903;751001001;;;;;;674250;200;Кыринский район;с. Кыра ;;ул. Пионерская ;62;3023521120, 21329, 21800бух;Pochta_school@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916U51270;1;153
237;МБОУ Любавинская СОШ;1,03E+12;7510001438;751001001;;;;;;674261;200;Кыринский район;с. Любовь ;;ул. Школьная ;5;3023525329;shkolalubov@rambler.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913002750;1;156
237;МАОУ Мангутская СОШ;1,03E+12;7510001815;751001001;;;;;;674263;200;Кыринский район;с. Мангут ;;ул. Богомолова ;100;3023524089, 24090;mng-school@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;30916U53230;1;154
237;МБОУ «Михайло-Павловская СОШ»;1,03E+12;7510001981;751001001;;;;;;674268;200;Кыринский район;с. Михайло-Павловск ;;ул. Дзержинского ;3;3023523325;shkolamp1@rambler.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012820;1;161
237;МБОУ Мордойская ООШ;1,03E+12;7510001741;751001001;;;;;;674267;200;Кыринский район;с. Мордой ;;ул. Центральная ;1;3023525419;alena-lesnyh@rambler.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916U53250;1;158
237;МАОУ Тарбальджейская ООШ;1,03E+12;7510001974;751001001;;;;;;674250;200;Кыринский район;с. Тарбальджей ;;ул. Школьная ;21а;3023523707;tbskol@rambler.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;30916U52440;1;164
237;МАОУ «Ульхун-Партионская ООШ»;1,03E+12;7510001727;751001001;;;;;;674260;200;Кыринский район; с. Ульхун-Партия ;;Школьная;32;3023523143;par-shkola@yandex.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;31916U53240;1;162
237;МБОУ Хапчерангинская ООШ;1,03E+12;7510001830;751001001;;;;;;674266;200;Кыринский район; с. Хапчеранга ;;Смирнова;2;3023523559;SSSR.41@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916U55450;1;160
237;МБОУ Кыринская вечерняя (сменная) ОШ;1,03E+12;7510001043;751001001;;;;;;674250;200;Кыринский район; с. Кыра ;;Горького;49;3023521031, 21659;galch1381@rambler.ru;;;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916U50840;1;165
240;МОУ СОШ № 34 с. Сбега. Корпус 2;;;;;;;;;;203;Могочинский район;с. Сбега ;;Энергетиков;2;30235;;;;;;;;;;;;;1;1566
240;МОУ СОШ № 1 г. Могоча;1,07E+12;7512004353;751201001;;;;;;673732;203;Могочинский район; г. Могоча ;;Комсомольская;18;24635;zamsonova@mail.ru;;4,02E+19;ГРКЦ ГУ ЦБ России по Забайкальскому краю г.Чита;;;;;;;;3913008770;1;596
240;МОУ СОШ № 102 п. Амазар;1,03E+12;7512002275;751201001;;;;;;673775;203;Могочинский район; п. Амазар ;;Почтовая;5;3024150224;Shool102amazar@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913008500;1;603
240;МОУ СОШ № 27 п. Ключевский;1,03E+12;7512003624;751201001;;;;;;673741;203;Могочинский район; п. Ключевский ;;Пионерская;2;3024167167;klychi_School27@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916Ч72990;1;600
240;МОУ СОШ № 33 п. Давенда;1,00E+12;7512003656;751201001;;;;;;673742;203;Могочинский район; п. Давенда ;;Комсомольская;13;3024152107;davenda@mail.ru;;4,07E+19;ГРКЦ ГУ ЦБ России по Забайкальскому краю г.Чита;;;;;;;;20916472980;1;601
240;МОУ СОШ № 34 с. Сбега;1,03E+12;7512003504;751201001;;;;;;673740;203;Могочинский район; с. Сбега ;;Школьная;1;3024168141;school34sbega@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916Ч72920;1;604
240;МОУ СОШ № 35 с. Семиозёрный;1,03E+12;7512003462;751201001;;;;;;673765;203;Могочинский район; с. Семиозёрный ;;Школьная;1;3024160116;shkolasem-35@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913008440;1;602
240;МОУ СОШ № 82 п. Ксеньевка;1,03E+12;7512003230;751201001;;;;;;673750;203;Могочинский район; п. Ксеньевка ;;Комсомольская;12;3024165365;Shool82ksenevka@mail.ru;;4,07E+19;ГРКЦ ГУ ЦБ Банка России по Забайкальскому краю г.Чита;;;;;;;;209164/8029;1;599
240;МОУ СОШ № 92 г. Могоча;1,03E+12;7512001112;751201001;;;;;;673732;203;Могочинский район; г. Могоча ;;Первомайская;6;3024123138;school-92@inbox.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю Читинское ОСБ 8600 г.Чита;;;;;;;;20916Ч72890;1;597
240;МОУ ООШ № 25 с. Чалдонка;1,03E+12;7512003455;751201001;;;;;;673771;203;Могочинский район; с. Чалдонка ;;Школьная;7;3024166112, 66110;Chaldonka25@mail.ru;;4,07E+18;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916Ч8032;1;606
240;МОУ ООШ № 30 п. Итака;1,03E+12;7512003511;751201001;;;;;;673754;203;Могочинский район; п. Итака ;;Школьная;1;30241;shool30itaka@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913008650;1;607
240;МОУ ООШ № 94 с. Таптугары;1,03E+12;7512003279;751201001;;;;;;673767;203;Могочинский район; с. Таптугары ;;Школьная;3;3024164336;oksana.meerowa@yandex.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916Ч80330;1;605
